Intercept,scale(CRIM),scale(I(CRIM ** 2)),scale(ZN),scale(I(ZN ** 2)),scale(INDUS),scale(NOX),scale(RM),scale(AGE),scale(np.log(DIS)),scale(RAD),scale(TAX),scale(np.log(PTRATIO)),scale(B),scale(np.log(LSTAT)),CHAS,MEDV
1.0,-0.3475060150690377,-0.16870631531776328,-0.4877223646701293,-0.36888890591516377,-0.43725801312807017,-0.1442174325553071,-0.6420001896918593,-0.4293903915374292,0.5857628163103513,-0.6379617988442783,-0.6012760972551551,1.0955184670559908,0.42701755390888174,-0.3905309309323292,0.0,19.9
1.0,-0.29786817643165225,-0.1673076821658439,-0.4877223646701293,-0.36888890591516377,-0.43725801312807017,-0.1442174325553071,-0.49810966340528023,-1.3966379466214605,0.5857628163103513,-0.6379617988442783,-0.6012760972551551,1.0955184670559908,0.33086013110983153,-0.811148796307557,0.0,23.1
1.0,-0.3292575284634945,-0.1682746213279602,-0.4877223646701293,-0.36888890591516377,-0.43725801312807017,-0.1442174325553071,-0.41975343621951844,0.46673601979042334,0.4837427453771655,-0.6379617988442783,-0.6012760972551551,1.0955184670559908,0.32976369527403826,0.5244725109469035,0.0,17.5
1.0,-0.32710345992788703,-0.16821733481466086,-0.4877223646701293,-0.36888890591516377,-0.43725801312807017,-0.1442174325553071,-1.1805211692594517,-1.137045771911408,0.2709529485443809,-0.6379617988442783,-0.6012760972551551,1.0955184670559908,-0.7421119777972465,0.14620857123265002,0.0,20.2
1.0,-0.336053725247907,-0.16844660351555193,-0.4877223646701293,-0.36888890591516377,-0.43725801312807017,-0.1442174325553071,-0.794438668035066,0.032897042877732784,0.2709529485443809,-0.6379617988442783,-0.6012760972551551,1.0955184670559908,0.3758140003773462,0.08673382396250517,0.0,18.2
1.0,-0.2748425686274767,-0.166417952142394,-0.4877223646701293,-0.36888890591516377,-0.43725801312807017,-0.1442174325553071,-1.018110080183511,1.049929398591089,0.2716369629302697,-0.6379617988442783,-0.6012760972551551,1.0955184670559908,0.21814652719030578,1.1236252661838815,0.0,13.6
1.0,-0.32136276836324545,-0.16805813697146735,-0.4877223646701293,-0.36888890591516377,-0.43725801312807017,-0.1442174325553071,-0.45536990312213754,0.7334403088760938,0.37352012497211834,-0.6379617988442783,-0.6012760972551551,1.0955184670559908,0.3931376865828762,0.4262471019977306,0.0,19.6
1.0,-0.277090899481498,-0.16651155688279787,-0.4877223646701293,-0.36888890591516377,-0.43725801312807017,-0.1442174325553071,-0.20320531745159712,0.8223417385713172,0.35707892642697114,-0.6379617988442783,-0.6012760972551551,1.0955184670559908,0.4410519326070325,0.9305844229804162,0.0,15.2
1.0,-0.3054906231675944,-0.16756857807567524,-0.4877223646701293,-0.36888890591516377,-0.43725801312807017,-0.1442174325553071,-0.6719180218900589,1.117494485159459,0.4114615267657699,-0.6379617988442783,-0.6012760972551551,1.0955184670559908,0.415176046882317,1.0307376828900685,0.0,14.5
1.0,-0.33320723597827123,-0.1683761903063485,-0.4877223646701293,-0.36888890591516377,-0.43725801312807017,-0.1442174325553071,-0.5137809088424313,0.9076871110787315,0.5444788309624733,-0.6379617988442783,-0.6012760972551551,1.0955184670559908,0.4128735316271512,0.6999864071285249,0.0,15.6
1.0,-0.3227010605382582,-0.16809609824026162,-0.4877223646701293,-0.36888890591516377,-0.43725801312807017,-0.1442174325553071,-0.9767949785764735,0.6089783073027809,0.5675276994947072,-0.6379617988442783,-0.6012760972551551,1.0955184670559908,-0.5838962866923094,0.7213110914186471,0.0,13.9
1.0,-0.3423250787532493,-0.16859350254632893,-0.4877223646701293,-0.36888890591516377,-0.43725801312807017,-0.1442174325553071,-0.6719180218900589,0.7725569379419919,0.6598966929557446,-0.6379617988442783,-0.6012760972551551,1.0955184670559908,0.22154547828126425,0.5402947315950476,0.0,16.6
1.0,-0.30929137294463055,-0.16769241518149172,-0.4877223646701293,-0.36888890591516377,-0.43725801312807017,-0.1442174325553071,-0.33854789168154875,0.7192160801248578,0.567027858694325,-0.6379617988442783,-0.6012760972551551,1.0955184670559908,-0.5514417859528353,0.7972459764381287,0.0,14.8
1.0,-0.3305620724010504,-0.16830866535235944,-0.4877223646701293,-0.36888890591516377,-0.43725801312807017,-0.1442174325553071,0.2996991952133773,0.9183552826421586,0.5675693468166354,-0.6379617988442783,-0.6012760972551551,1.0955184670559908,0.3428112817199755,0.2973193582539676,0.0,18.4
1.0,-0.303859070446405,-0.16751414200467812,-0.4877223646701293,-0.36888890591516377,-0.43725801312807017,-0.1442174325553071,0.5547130982361269,0.6658752223077237,0.4754893495071344,-0.6379617988442783,-0.6012760972551551,1.0955184670559908,0.25827607878033165,0.18702970726943746,0.0,21.0
1.0,-0.2889214023086106,-0.16698011013799044,-0.4877223646701293,-0.36888890591516377,-0.43725801312807017,-0.1442174325553071,-0.8143838895005329,0.9076871110787315,0.47286152693436695,-0.6379617988442783,-0.6012760972551551,1.0955184670559908,0.038331050120245985,1.244358013830599,0.0,12.7
1.0,-0.26286427179494964,-0.1658947192438763,-0.4877223646701293,-0.36888890591516377,-0.43725801312807017,-0.1442174325553071,-0.3029314247789296,1.117494485159459,0.447265483273602,-0.6379617988442783,-0.6012760972551551,1.0955184670559908,0.21990082452757492,0.3282646681598777,0.0,14.5
1.0,-0.25899253434602143,-0.165716757617835,-0.4877223646701293,-0.36888890591516377,-0.43725801312807017,-0.1442174325553071,-0.47673978326370825,0.4774041913538501,0.363180094431279,-0.6379617988442783,-0.6012760972551551,1.0955184670559908,-1.360392145600947,1.583928851662708,0.0,13.2
1.0,-0.28648803801473965,-0.16688702846047207,-0.4877223646701293,-0.36888890591516377,-0.43725801312807017,-0.1442174325553071,-0.8314797936137904,0.9396916257690121,0.2664027255100743,-0.6379617988442783,-0.6012760972551551,1.0955184670559908,0.022980948419142923,0.8973294058567223,0.0,13.1
1.0,-0.2328283404583594,-0.1644009680666638,-0.4877223646701293,-0.36888890591516377,-0.43725801312807017,-0.1442174325553071,-0.26873961655241574,1.0072567123373821,0.25293144796198436,-0.6379617988442783,-0.6012760972551551,1.0955184670559908,-1.188142075797859,1.0688441176489776,0.0,13.5
1.0,-0.4130497471395311,-0.16946594444379334,-0.4877223646701293,-0.36888890591516377,-0.7553403869031459,-0.4811123050112844,-0.5009589807574895,-0.013331700563783317,0.04452184607889789,-0.5230014462035358,-0.7675760181139191,0.3768840900727348,0.4410519326070325,-0.16808882502804876,0.0,18.9
1.0,-0.40917800969060286,-0.16945545832663747,-0.4877223646701293,-0.36888890591516377,-0.7553403869031459,-0.4811123050112844,-0.6320275789591254,-0.25514358933479125,0.054213556315171434,-0.5230014462035358,-0.7675760181139191,0.3768840900727348,0.22900124196465707,0.105822562255598,0.0,20.0
1.0,-0.41119126661475247,-0.16946144980270905,-0.4877223646701293,-0.36888890591516377,-0.7553403869031459,-0.4811123050112844,-0.6192056508741834,-0.96279896970877,0.33705146604835956,-0.5230014462035358,-0.7675760181139191,0.3768840900727348,0.4410519326070325,-0.3325491634136783,0.0,21.0
1.0,-0.4001462831077561,-0.16941421421755987,-0.4877223646701293,-0.36888890591516377,-0.7553403869031459,-0.4811123050112844,-0.45394524444603235,-1.36463343193118,0.29561285666547693,-0.5230014462035358,-0.7675760181139191,0.3768840900727348,0.403005609105014,-0.09239396853269488,0.0,24.7
1.0,-0.4173020250590933,-0.16947248635881826,2.7312452421527236,2.7189360986022058,-1.1945275176659798,-1.094433739482422,0.4421650628238512,-1.663342235707131,0.924968661287336,-0.7529221514850207,-0.92793665608487,-0.008120309150753287,0.427127197492461,-1.5121003954509495,0.0,30.8
1.0,-0.4166084405927389,-0.16947177476320946,2.7312452421527236,2.7189360986022058,-1.1945275176659798,-1.094433739482422,1.053343634872787,-1.8767056669756672,0.924968661287336,-0.7529221514850207,-0.92793665608487,-0.008120309150753287,0.42701755390888174,-2.811720724945686,0.0,34.9
1.0,-0.40568681271230883,-0.1694423010574008,-0.4877223646701293,-0.36888890591516377,-0.6167265084231817,-0.9216671382229464,0.6914803311421812,-2.33543704420302,1.0316886974004043,-0.7529221514850207,-1.040783030953317,-0.18535149440692855,0.3150714550744117,-1.3227620109725877,0.0,26.6
1.0,-0.40405060506181495,-0.16943492652656975,-0.4877223646701293,-0.36888890591516377,-0.6167265084231817,-0.9216671382229464,-0.1647395331967701,-2.2038629282540896,1.0316886974004043,-0.7529221514850207,-1.040783030953317,-0.18535149440692855,0.29270416402423327,-1.0184696975153165,0.0,25.3
1.0,-0.4019721791274039,-0.16942444705026197,-0.4877223646701293,-0.36888890591516377,-0.6167265084231817,-0.9216671382229464,-0.10490386880036982,-2.2074189854418984,1.0316886974004043,-0.7529221514850207,-1.040783030953317,-0.18535149440692855,0.4142988982136821,-0.606523344507037,0.0,24.7
1.0,-0.4062395855672054,-0.16944461820163065,-0.4877223646701293,-0.36888890591516377,-0.6167265084231817,-0.9216671382229464,-0.307205400807244,-1.0161398275259041,1.0316886974004043,-0.7529221514850207,-1.040783030953317,-0.18535149440692855,0.3587096013389746,-0.19061224316631173,0.0,21.2
1.0,-0.40056871794212967,-0.1694166670390103,-0.4877223646701293,-0.36888890591516377,-0.6167265084231817,-0.9216671382229464,-0.8585483084597795,-1.2366153731700584,0.8186935691544445,-0.7529221514850207,-1.040783030953317,-0.18535149440692855,0.4410519326070325,-0.07928993809623,0.0,19.3
1.0,-0.39859735538171964,-0.16940478080988036,-0.4877223646701293,-0.36888890591516377,-0.6167265084231817,-0.9216671382229464,-0.7103838061448872,-1.254395659109103,0.8186935691544445,-0.7529221514850207,-1.040783030953317,-0.18535149440692855,0.4410519326070325,0.4643523523777964,0.0,20.0
1.0,-0.39383652643565253,-0.16937146005420733,-0.4877223646701293,-0.36888890591516377,-0.6167265084231817,-0.9216671382229464,-0.3627670891753286,0.6018661929271629,1.021445270866759,-0.7529221514850207,-1.040783030953317,-0.18535149440692855,0.395440201838042,0.937688234509909,0.0,16.6
1.0,-0.3909737449134514,-0.16934828067627958,-0.4877223646701293,-0.36888890591516377,-0.6167265084231817,-0.9216671382229464,-1.2617267137974226,0.9503597973324388,1.0794212987640173,-0.7529221514850207,-1.040783030953317,-0.18535149440692855,0.4410519326070325,1.760584578885444,0.0,14.4
1.0,-0.3949420721454457,-0.1693797796515765,-0.4877223646701293,-0.36888890591516377,-0.6167265084231817,-0.9216671382229464,-0.9725210025481591,-0.2338072462079376,1.146981265667997,-0.7529221514850207,-1.040783030953317,-0.18535149440692855,0.4410519326070325,0.6897350438280176,0.0,19.4
1.0,-0.4101916205466343,-0.16945862076105703,0.41358856524026955,-0.12680342556100196,-0.8020313775490285,-0.9994121087897104,-0.4582192204743467,-0.8134445678207944,1.356274320570126,-0.6379617988442783,-0.981390202075187,-0.6939555208636105,0.4263596924074059,0.37983503210234876,0.0,19.7
1.0,-0.41547031037781496,-0.1694703068594315,0.41358856524026955,-0.12680342556100196,-0.8020313775490285,-0.9994121087897104,-0.2416711017064254,-0.19824667432984822,1.356274320570126,-0.6379617988442783,-0.981390202075187,-0.6939555208636105,0.4089263626182967,-0.2116769025062926,0.0,20.5
1.0,-0.4142798122082167,-0.16946837219029381,0.41358856524026955,-0.12680342556100196,-0.8020313775490285,-0.9994121087897104,0.32249373403105325,-1.6882346360217932,1.356274320570126,-0.6379617988442783,-0.981390202075187,-0.6939555208636105,0.4410519326070325,-1.1778148674223898,0.0,25.0
1.0,-0.41472086675980785,-0.16946913654584236,0.41358856524026955,-0.12680342556100196,-0.8020313775490285,-0.9994121087897104,-0.4083561668106805,-1.6775664644583665,1.356274320570126,-0.6379617988442783,-0.981390202075187,-0.6939555208636105,0.4410519326070325,-0.3984165848491382,0.0,23.4
1.0,-0.4189917643965876,-0.16947364002806395,3.3750387635172943,4.0775791005898485,-1.4469506858452825,-1.3103919910567658,1.373891836996354,-1.659786178519322,1.8086753736558314,-0.5230014462035358,-1.082358011168008,-0.18535149440692855,0.43041650499984024,-1.3331196066981013,0.0,35.4
1.0,-0.41812594754597066,-0.16947315162236642,3.1604409230624375,3.597250766553813,-1.5169871718141066,-1.24992368061595,0.14013742348964578,-1.1690502866016883,1.910570119040713,-0.8678825041257632,-0.5656403999282771,-0.4587660922188043,0.4410519326070325,-1.029978145907059,0.0,24.7
1.0,-0.41885095278512974,-0.16947357529817642,3.804234444427008,5.120577768782383,-1.4323597512684443,-1.2412853505529762,0.7570146302429999,-0.9983595415868594,1.727614019349042,-0.5230014462035358,-0.904179524533618,-1.5494967048277883,0.3971944991753105,-1.6612595293088388,0.0,31.6
1.0,-0.402543571699518,-0.1694274520327499,0.585266837604155,-0.025797238746567124,-0.876445143890904,-0.8784754879080776,-0.19893134142328397,-1.4001940038092693,1.610326261388801,-0.17812038828130847,-0.7378796036748541,0.5830492932978724,0.3728536236207052,-0.7417286984275195,0.0,23.3
1.0,-0.4084983900121617,-0.1694531722163929,0.585266837604155,-0.025797238746567124,-0.876445143890904,-0.8784754879080776,-0.5095069328141182,-0.7601037100036604,1.3879364967371697,-0.17812038828130847,-0.7378796036748541,0.5830492932978724,0.4410519326070325,-0.24919341236805112,0.0,19.6
1.0,-0.4031405663828063,-0.16943049120923778,0.585266837604155,-0.025797238746567124,-0.876445143890904,-0.8784754879080776,-0.7744934465696006,-0.08445284431996208,1.4648441317253922,-0.17812038828130847,-0.7378796036748541,0.5830492932978724,0.4214257311463373,0.34225807161385163,0.0,18.7
1.0,-0.40053496970467284,-0.16941647297260448,0.585266837604155,-0.025797238746567124,-0.876445143890904,-0.8784754879080776,-0.45394524444603235,0.8827947107640692,1.357308548983429,-0.17812038828130847,-0.7378796036748541,0.5830492932978724,0.23470270831078072,0.4981481229477455,0.0,16.0
1.0,-0.40768494111621917,-0.1694502610272298,0.585266837604155,-0.025797238746567124,-0.876445143890904,-0.8784754879080776,0.2441375068452927,-0.02755592931501927,1.464869808222029,-0.17812038828130847,-0.7378796036748541,0.5830492932978724,0.4410519326070325,-0.7736000703372551,0.0,22.2
1.0,-0.405796203550962,-0.16944276659272822,0.585266837604155,-0.025797238746567124,-0.876445143890904,-0.8784754879080776,0.6800830617333433,-0.8952338831404002,1.649345377473832,-0.17812038828130847,-0.7378796036748541,0.5830492932978724,0.4265789795745643,-0.1993568368907121,0.0,25.0
1.0,-0.4182469757078849,-0.16947323287509583,0.2633700769218697,-0.20077398900255142,-1.4236051905223415,-1.1972298672318096,1.1673163289611665,-0.32270867590316105,1.9176845524238315,-0.7529221514850207,-1.141750840046138,0.12227906362386874,0.4009223810170072,-0.4752529817551453,0.0,33.0
1.0,-0.4163466008193668,-0.16947147009765348,2.9458430826075808,3.1443697658912657,-1.1332455924432585,-1.3535836413716347,0.007644166611904605,-1.8055845232194885,1.3001133742851376,-0.6379617988442783,-0.4230976106207651,-1.0352574428316945,0.4410519326070325,-1.3823252471212368,0.0,23.5
1.0,-0.41542143362011885,-0.16947023546568277,2.9458430826075808,3.1443697658912657,-1.1332455924432585,-1.3535836413716347,-0.708959147468782,-1.3326289172408996,1.3001133742851376,-0.6379617988442783,-0.4230976106207651,-1.0352574428316945,0.4410519326070325,-0.07440238071467883,0.0,19.4
1.0,-0.4137805710403206,-0.16946743939384928,0.04877223646701286,-0.2831159891230146,-0.7392903588686236,-1.2585620106789237,-0.57931520794325,-1.6775664644583665,1.2679877742347587,-0.6379617988442783,-0.37558334751826117,0.2505919566860273,0.4334865253400605,-0.4649381421165206,0.0,22.0
1.0,-0.40474418952816943,-0.16943814672335933,0.04877223646701286,-0.2831159891230146,-0.7392903588686236,-1.2585620106789237,-0.9839182719569971,-1.1299336575357901,1.2679877742347587,-0.6379617988442783,-0.37558334751826117,0.2505919566860273,0.4410519326070325,0.33463988175491605,0.0,17.4
1.0,-0.4056030239848298,-0.16944194214619301,0.04877223646701286,-0.2831159891230146,-0.7392903588686236,-1.2585620106789237,-0.5693425972105172,-1.2650638306725297,1.2679877742347587,-0.6379617988442783,-0.37558334751826117,0.2505919566860273,0.4410519326070325,-0.3287545347131623,0.0,20.9
1.0,-0.4102463159659609,-0.1694587829944539,-0.4877223646701293,-0.36888890591516377,-0.04768005992648675,-1.2240086904270286,0.18857581847720684,-2.2038629282540896,0.885461426078929,-0.6379617988442783,-0.6131546630307811,0.3768840900727348,0.2966513330330884,-0.7760771581977159,0.0,24.2
1.0,-0.4020420030669698,-0.1694248193012838,-0.4877223646701293,-0.36888890591516377,-0.04768005992648675,-1.2240086904270286,-0.4610685378265559,-1.8162526947829152,0.885461426078929,-0.6379617988442783,-0.6131546630307811,0.3768840900727348,0.22220333978274012,-0.13402135391993567,0.0,21.7
1.0,-0.4098529744397398,-0.16945759711228764,-0.4877223646701293,-0.36888890591516377,-0.04768005992648675,-1.2240086904270286,-0.31290403551166235,-2.1611902420003823,0.885461426078929,-0.6379617988442783,-0.6131546630307811,0.3768840900727348,0.37537542604302937,-1.103765286398269,0.0,22.8
1.0,-0.39777925155647265,-0.16939951945752219,-0.4877223646701293,-0.36888890591516377,-0.04768005992648675,-1.2240086904270286,-0.05646547381280879,-2.2180871570053253,0.885461426078929,-0.6379617988442783,-0.6131546630307811,0.3768840900727348,0.22472514220506432,-0.584282142571867,0.0,23.4
1.0,-0.4113285870292321,-0.1694618159415997,-0.4877223646701293,-0.36888890591516377,0.24705681852564745,-1.016688768915658,-0.016575030881876545,-2.225199271380943,0.4809520541964738,-0.5230014462035358,-0.06080135446417224,0.16527854857291754,0.41934250305833054,-0.7612695826613436,0.0,24.1
1.0,-0.40944799559025763,-0.16945632958655876,-0.4877223646701293,-0.36888890591516377,0.24705681852564745,-1.016688768915658,0.0019455319074849903,-0.8383369681354571,0.5874117009464621,-0.5230014462035358,-0.06080135446417224,0.16527854857291754,0.2911691538541231,-0.30056703851264066,0.0,21.4
1.0,-0.4087020431692288,-0.16945387122557506,-0.4877223646701293,-0.36888890591516377,0.24705681852564745,-1.016688768915658,-0.008027078825247754,0.2106999022681797,0.39187830634054144,-0.5230014462035358,-0.06080135446417224,0.16527854857291754,0.1862402443687284,0.18563860799927867,0.0,20.0
1.0,-0.41038480011276657,-0.16945918990305378,-0.4877223646701293,-0.36888890591516377,0.24705681852564745,-1.016688768915658,-0.20605463480380756,-0.8098885106329857,0.40933106990530954,-0.5230014462035358,-0.06080135446417224,0.16527854857291754,0.33206621052920343,-0.06952912142487687,0.0,20.8
1.0,-0.41394698476295266,-0.16946775830219216,-0.4877223646701293,-0.36888890591516377,0.24705681852564745,-1.016688768915658,-0.07498603660217032,-0.5289599927960794,0.7870338120065511,-0.5230014462035358,-0.06080135446417224,0.16527854857291754,0.3259261698487623,0.23635097932145305,0.0,21.2
1.0,-0.41075719445711795,-0.16946025671372772,-0.4877223646701293,-0.36888890591516377,0.24705681852564745,-1.016688768915658,-0.5850138426476695,-1.137045771911408,0.5874117009464621,-0.5230014462035358,-0.06080135446417224,0.16527854857291754,0.43184187158637116,-0.2710169726867819,0.0,20.3
1.0,-0.4157309864188609,-0.16947067600563112,0.585266837604155,-0.025797238746567124,-0.9158406672483674,-1.1117103996083695,0.6302200080696783,-1.2472835447334851,0.9248312588227806,-0.6379617988442783,-0.7556974523382931,0.29291070781780015,0.4410519326070325,-1.1746628489243451,0.0,28.0
1.0,-0.4153248438370527,-0.1694700923546363,0.585266837604155,-0.025797238746567124,-0.9158406672483674,-1.1117103996083695,0.4763568710503651,0.06490155756801343,0.9248312588227806,-0.6379617988442783,-0.7556974523382931,0.29291070781780015,0.427127197492461,-0.6565250629967931,0.0,23.9
1.0,-0.4162593208949094,-0.1694713641543714,0.585266837604155,-0.025797238746567124,-0.9158406672483674,-1.1117103996083695,0.02474007072516092,-1.2935122881750012,0.9248312588227806,-0.6379617988442783,-0.7556974523382931,0.29291070781780015,0.4410519326070325,-0.7760771581977159,0.0,24.8
1.0,-0.41638500398612804,-0.16947151601762306,0.585266837604155,-0.025797238746567124,-0.9158406672483674,-1.1117103996083695,-0.16758885054897926,-0.7778839959427051,0.9248312588227806,-0.6379617988442783,-0.7556974523382931,0.29291070781780015,0.3724150492863877,-0.5909233790593202,0.0,22.9
1.0,-0.41463009563837216,-0.16946898381667297,-0.4877223646701293,-0.36888890591516377,-0.9698271251826692,-0.9130288081599727,0.1486853755462746,-0.731655252501189,0.698095478763485,-0.7529221514850207,-0.957633070523935,0.07904777440171115,0.4410519326070325,-0.17844642075356218,0.0,23.9
1.0,-0.41384341258592994,-0.16946756075807343,-0.4877223646701293,-0.36888890591516377,-0.9698271251826692,-0.9130288081599727,0.4920281164875175,-0.4436146202886649,0.5604758378273527,-0.7529221514850207,-0.957633070523935,0.07904777440171115,0.3906158841605526,-0.8238555038302315,0.0,26.6
1.0,-0.4144799741683055,-0.16946872601833035,-0.4877223646701293,-0.36888890591516377,-0.9698271251826692,-0.9130288081599727,-0.3841369693169006,-0.8347809109476482,0.55608096488244,-0.7529221514850207,-0.957633070523935,0.07904777440171115,0.4310743665013161,0.3051097447631716,0.0,22.5
1.0,-0.41219556761217513,-0.1694640021918295,-0.4877223646701293,-0.36888890591516377,-0.9698271251826692,-0.9130288081599727,-0.2331231496497966,-0.4187222199740025,0.24690167000322974,-0.7529221514850207,-0.957633070523935,0.07904777440171115,0.4218643054806541,-0.3964416690526702,0.0,22.2
1.0,-0.4139306925103873,-0.16946772743261423,-0.4877223646701293,-0.36888890591516377,-1.1274092186125233,-0.5674956056410221,1.0291244373790058,0.6303146504296343,0.07811518059141817,-0.8678825041257632,-0.821029564104236,-0.2302781370052882,0.4410519326070325,-1.1098119038508791,0.0,23.6
1.0,-0.41434730868313036,-0.16946849279391454,-0.4877223646701293,-0.36888890591516377,-1.1274092186125233,-0.5674956056410221,1.1316998620585474,-0.19469061714203922,0.07420723453726161,-0.8678825041257632,-0.821029564104236,-0.2302781370052882,0.43184187158637116,-1.0503112474381155,0.0,28.7
1.0,-0.4150664952606589,-0.16946969637044704,-0.4877223646701293,-0.36888890591516377,-1.1274092186125233,-0.5674956056410221,0.18857581847720684,-0.08800890150777133,-0.10967682317061281,-0.8678825041257632,-0.821029564104236,-0.2302781370052882,0.3893001611576009,-0.32496853017621613,0.0,22.6
1.0,-0.41594162196988466,-0.16947095999252507,-0.4877223646701293,-0.36888890591516377,-1.1274092186125233,-0.5674956056410221,0.17147991436395052,0.18936355914132627,-0.109796818153269,-0.8678825041257632,-0.821029564104236,-0.2302781370052882,0.4043213321079657,-0.444498115377352,0.0,22.0
1.0,-0.4156262505095121,-0.16947053003998147,0.714025541877069,0.061485281381123864,0.5695164726737745,-0.7834538572153661,0.22419228537982594,-0.5325160499838884,0.20600885477149156,-0.6379617988442783,-0.821029564104236,-0.05206225323000124,0.420329295310544,-0.4526440547351451,0.0,22.9
1.0,-0.41717168703857027,-0.16947236320815118,0.714025541877069,0.061485281381123864,0.5695164726737745,-0.7834538572153661,-0.10490386880036982,-1.4108621753726962,0.20600885477149156,-0.6379617988442783,-0.821029564104236,-0.05206225323000124,0.4348022483430122,-0.9075574436112436,0.0,25.0
1.0,-0.4155203508678372,-0.16947037924020944,0.714025541877069,0.061485281381123864,0.5695164726737745,-0.7834538572153661,-0.05076683910839044,0.31026950352682986,0.18006882595226034,-0.6379617988442783,-0.821029564104236,-0.05206225323000124,0.4410519326070325,-0.018415887445456115,0.0,20.6
